property_type,property_price,property_description,property_address,property_hyperlink
house for sale,"$595,000",2 Beds | 1 Bath | 756 Sq. Ft.,"3327 Meade Ave, San Diego, CA 92116",https://www.redfin.com/CA/San-Diego/3327-Meade-Ave-92116/home/5323712
house for sale,"$1,488,000","4 Beds | 3.5 Baths | 1,914 Sq. Ft.","133 Paperbark Ter, SUNNYVALE, CA 94086",https://www.redfin.com/CA/Dublin/9551-Joey-Dare-Ct-94568/home/50263973
house for sale,"$1,775,000","4 Beds | 2 Baths | 1,828 Sq. Ft.","846 Shetland Pl, SUNNYVALE, CA 94087",https://www.redfin.com/CA/Dublin/7368-Carneros-Ln-94568/home/112887246
house for sale,"$1,688,888","3 Beds | 2 Baths | 1,472 Sq. Ft.","858 W Remington Dr, SUNNYVALE, CA 94087",https://www.redfin.com/CA/Dublin/3233-Madden-Way-94568/home/12114879
house for sale,"$525,000","2 Beds | 2.5 Baths | 2,600 Sq. Ft.","1225 VIENNA Dr #976, SUNNYVALE, CA 94089",https://www.redfin.com/CA/Dublin/2722-E-Sugar-Hill-Ter-94568/home/1415896
house for sale,"$340,000","3 Beds | 2 Baths | 1,710 Sq. Ft.","1050 Borregas Ave #140, SUNNYVALE, CA 94089",https://www.redfin.com/CA/Dublin/11849-Newbridge-Way-94568/unit-149/home/1960778
house for sale,"$324,999","3 Beds | 2 Baths | 1,620 Sq. Ft.","1085 Tasman #389, SUNNYVALE, CA 94089",https://www.redfin.com/CA/Dublin/8318-Mulberry-Pl-94568/home/657362
house for sale,"$299,900","3 Beds | 2 Baths | 1,453 Sq. Ft.","1220 Tasman Dr #538, SUNNYVALE, CA 94089",https://www.redfin.com/CA/Dublin/5326-S-Dublin-Ranch-Dr-94568/home/1790533
house for sale,"$1,935,000","4 Beds | 3 Baths | 1,923 Sq. Ft.","1626 S Wolfe Rd, SUNNYVALE, CA 94087",https://www.redfin.com/CA/Dublin/5336-Signal-Hill-Dr-94568/home/1963414
house for sale,"$1,358,000","3 Beds | 2 Baths | 1,330 Sq. Ft.","566 Maple Ave, SUNNYVALE, CA 94085",https://www.redfin.com/CA/Dublin/Undisclosed-address-94568/home/49786729
house for sale,"$1,398,000","4 Beds | 3.5 Baths | 1,769 Sq. Ft.","330 N Fair Oaks Ave, SUNNYVALE, CA 94085",https://www.redfin.com/CA/Dublin/3629-Whitworth-Dr-94568/home/2038742
house for sale,"$305,888","3 Beds | 2 Baths | 1,534 Sq. Ft.","1085 Tasman Dr #145, SUNNYVALE, CA 94089",https://www.redfin.com/CA/Dublin/11432-Betlen-Dr-94568/home/1993773
house for sale,"$608,000","1 Bed | 1 Bath | 1,040 Sq. Ft.","3715 Terstena Pl #208, SANTA CLARA, CA 95051",https://www.redfin.com/CA/Dublin/3290-Maguire-Way-94568/unit-322/home/1725732
house for sale,"$750,000",2 Beds | 1 Bath | 920 Sq. Ft.,"1911 Magdalena Cir #80, SANTA CLARA, CA 95051",https://www.redfin.com/CA/Dublin/5879-Cadence-Ave-94568/home/168602502
house for sale,"$1,025,000","3 Beds | 3.5 Baths | 2,221 Sq. Ft.","4261 Trolan Ln, Dublin, CA 94568",https://www.redfin.com/CA/Dublin/5872-Cadence-Ave-94568/home/170268884
house for sale,"$848,888","3 Beds | 3.5 Baths | 1,976 Sq. Ft.","4055 Clare St, Dublin, CA 94568",https://www.redfin.com/CA/Dublin/5885-Columbus-St-94568/home/170167874
house for sale,"$1,025,800","4 Beds | 3.5 Baths | 2,265 Sq. Ft.","7368 Carneros Ln, Dublin, CA 94568",https://www.redfin.com/CA/Dublin/11740-Dublin-Blvd-94568/home/167327614
house for sale,"$1,599,000","5 Beds | 5.5 Baths | 4,288 Sq. Ft.","3233 Madden Way, Dublin, CA 94568",https://www.redfin.com/CA/Dublin/3786-Dunmore-Ln-94568/home/1236997
house for sale,"$1,998,000","5 Beds | 5.5 Baths | 5,205 Sq. Ft.","2722 E Sugar Hill Ter, Dublin, CA 94568",https://www.redfin.com/CA/Dublin/3385-Dublin-Blvd-94568/unit-428/home/17183373
house for sale,"$589,000","2 Beds | 2 Baths | 1,000 Sq. Ft.","11849 Newbridge Way, Dublin, CA 94568-2355",https://www.redfin.com/CA/Dublin/9551-Joey-Dare-Ct-94568/home/50263973
house for sale,"$785,000","4 Beds | 2.5 Baths | 1,780 Sq. Ft.","8318 Mulberry Pl, Dublin, CA 94568-1269",https://www.redfin.com/CA/San-Ramon/2793-Marsh-Dr-94583/home/1499765
house for sale,"$1,498,000","6 Beds | 5.5 Baths | 3,801 Sq. Ft.","5326 S Dublin Ranch Dr, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/1110-Vista-Pointe-Cir-94582/home/1282496
house for sale,"$1,419,000","5 Beds | 4.5 Baths | 3,854 Sq. Ft.","5336 Signal Hill Dr, Dublin, CA 94568",https://www.redfin.com/CA/Dublin/8318-Mulberry-Pl-94568/home/657362
house for sale,"$899,900","3 Beds | 3.5 Baths | 1,878 Sq. Ft.","Undisclosed Address, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/5331-Sherwood-Way-94582/home/17169444
house for sale,"$799,000","4 Beds | 2.5 Baths | 2,112 Sq. Ft.","3629 Whitworth Dr, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/2835-Yarmouth-Way-94583/home/900593
house for sale,"$1,228,000","5 Beds | 3 Baths | 2,300 Sq. Ft.","11432 Betlen Dr, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/226-Cullens-Ct-94582/home/23323521
house for sale,"$346,515",1 Bed | 1 Bath | 840 Sq. Ft.,"3290 Maguire Way #322, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/346-Brower-Ct-94582/home/23287897
house for sale,"$879,990","3 Beds | 2.5 Baths | 1,778 Sq. Ft.","5879 Cadence Ave, Dublin, CA 95468",https://www.redfin.com/CA/San-Ramon/2954-Cheyenne-Ave-94583/home/647125
house for sale,"$849,990","3 Beds | 2.5 Baths | 1,691 Sq. Ft.","5872 Cadence Ave, Dublin, CA 95468",https://www.redfin.com/CA/San-Ramon/137-Coralflower-Ln-94582/home/1668814
house for sale,"$1,175,840","5 Beds | 4 Baths | 2,691 Sq. Ft.","5885 Columbus St, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/411-Constantine-Ct-94583/home/12123219
house for sale,"$1,179,400","3 Beds | 2.5 Baths | 2,705 Sq. Ft.","5933 Abbott St, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/412-Skyline-Dr-94583/home/1336864
house for sale,"$765,195","3 Beds | 2.5 Baths | 2,112 Sq. Ft.","3786 Dunmore Ln, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/760-Roseum-CT-94582/home/160718902
house for sale,"$610,000","2 Beds | 2.5 Baths | 1,298 Sq. Ft.","3385 Dublin Blvd #428, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/1709-Blakesley-Dr-94582/home/2105048
house for sale,"$1,499,000","5 Beds | 3 Baths | 3,729 Sq. Ft.","9551 Joey Dare Ct, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/2513-Aranda-Dr-94583/home/1027682
house for sale,"$1,025,000","3 Beds | 3.5 Baths | 2,221 Sq. Ft.","4261 Trolan Ln, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/5019-Ivy-Leaf-Springs-Rd-94582/home/112888104
house for sale,"$848,888","3 Beds | 3.5 Baths | 1,976 Sq. Ft.","4055 Clare St, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/4061-W-Lakeshore-Dr-94582/home/1516619
house for sale,"$1,025,800","4 Beds | 3.5 Baths | 2,265 Sq. Ft.","7368 Carneros Ln, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/330-Eastridge-Dr-94582/home/962054
house for sale,"$1,599,000","5 Beds | 5.5 Baths | 4,288 Sq. Ft.","3233 Madden Way, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/2793-Marsh-Dr-94583/home/1499765
house for sale,"$1,998,000","5 Beds | 5.5 Baths | 5,205 Sq. Ft.","2722 E Sugar Hill Ter, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/1110-Vista-Pointe-Cir-94582/home/1282496
house for sale,"$589,000","2 Beds | 2 Baths | 1,000 Sq. Ft.","11849 Newbridge Way, Dublin, CA 94568-2355",https://www.redfin.com/CA/Dublin/8318-Mulberry-Pl-94568/home/657362
house for sale,"$785,000","4 Beds | 2.5 Baths | 1,780 Sq. Ft.","8318 Mulberry Pl, Dublin, CA 94568-1269",https://www.redfin.com/CA/San-Ramon/5331-Sherwood-Way-94582/home/17169444
house for sale,"$1,498,000","6 Beds | 5.5 Baths | 3,801 Sq. Ft.","5326 S Dublin Ranch Dr, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/2835-Yarmouth-Way-94583/home/900593
house for sale,"$1,419,000","5 Beds | 4.5 Baths | 3,854 Sq. Ft.","5336 Signal Hill Dr, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/226-Cullens-Ct-94582/home/23323521
house for sale,"$899,900","3 Beds | 3.5 Baths | 1,878 Sq. Ft.","Undisclosed Address, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/346-Brower-Ct-94582/home/23287897
house for sale,"$799,000","4 Beds | 2.5 Baths | 2,112 Sq. Ft.","3629 Whitworth Dr, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/2954-Cheyenne-Ave-94583/home/647125
house for sale,"$1,228,000","5 Beds | 3 Baths | 2,300 Sq. Ft.","11432 Betlen Dr, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/137-Coralflower-Ln-94582/home/1668814
house for sale,"$346,515",1 Bed | 1 Bath | 840 Sq. Ft.,"3290 Maguire Way #322, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/411-Constantine-Ct-94583/home/12123219
house for sale,"$879,990","3 Beds | 2.5 Baths | 1,778 Sq. Ft.","5879 Cadence Ave, Dublin, CA 95468",https://www.redfin.com/CA/San-Ramon/412-Skyline-Dr-94583/home/1336864
house for sale,"$849,990","3 Beds | 2.5 Baths | 1,691 Sq. Ft.","5872 Cadence Ave, Dublin, CA 95468",https://www.redfin.com/CA/San-Ramon/760-Roseum-CT-94582/home/160718902
house for sale,"$1,175,840","5 Beds | 4 Baths | 2,691 Sq. Ft.","5885 Columbus St, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/1709-Blakesley-Dr-94582/home/2105048
house for sale,"$1,179,400","3 Beds | 2.5 Baths | 2,705 Sq. Ft.","5933 Abbott St, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/2513-Aranda-Dr-94583/home/1027682
house for sale,"$765,195","3 Beds | 2.5 Baths | 2,112 Sq. Ft.","3786 Dunmore Ln, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/5019-Ivy-Leaf-Springs-Rd-94582/home/112888104
house for sale,"$610,000","2 Beds | 2.5 Baths | 1,298 Sq. Ft.","3385 Dublin Blvd #428, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/4061-W-Lakeshore-Dr-94582/home/1516619
house for sale,"$1,499,000","5 Beds | 3 Baths | 3,729 Sq. Ft.","9551 Joey Dare Ct, Dublin, CA 94568",https://www.redfin.com/CA/San-Ramon/330-Eastridge-Dr-94582/home/962054
house for sale,"$404,888",1 Bed | 1 Bath | 657 Sq. Ft.,"725 Watson Canyon Ct #213, San Ramon, CA 94582",https://www.redfin.com/CA/Santa-Clara/4330-Rivermark-Pkwy-95054/home/1333603
house for sale,"$865,000","4 Beds | 2.5 Baths | 1,731 Sq. Ft.","2793 Marsh Dr, San Ramon, CA 94583",https://www.redfin.com/CA/Santa-Clara/2324-Park-Ave-95050/home/1685261
house for sale,"$1,475,000","6 Beds | 4.5 Baths | 3,716 Sq. Ft.","3087 Hastings Way, San Ramon, CA 94582",https://www.redfin.com/CA/Santa-Clara/3585-Rowena-Ct-95054/home/2120138
house for sale,"$850,000","3 Beds | 2.5 Baths | 1,471 Sq. Ft.","1110 Vista Pointe Cir, San Ramon, CA 94582",https://www.redfin.com/CA/Santa-Clara/1400-Bowe-Ave-95051/unit-501/home/648327
house for sale,"$785,000","4 Beds | 2.5 Baths | 1,780 Sq. Ft.","8318 Mulberry Pl, Dublin, CA 94568-1269",https://www.redfin.com/CA/Santa-Clara/3901-Lick-Mill-Blvd-95054/unit-221/home/12177832
house for sale,"$948,000","4 Beds | 3 Baths | 2,347 Sq. Ft.","5331 Sherwood Way, San Ramon, CA 94582",https://www.redfin.com/CA/Santa-Clara/949-Capitola-Way-95051/home/734536
house for sale,"$875,000","3 Beds | 2 Baths | 1,533 Sq. Ft.","2835 Yarmouth Way, San Ramon, CA 94583",https://www.redfin.com/CA/Santa-Clara/1368-El-Camino-Real-95050/unit-211/home/145044926
house for sale,"$1,399,800","5 Beds | 3.5 Baths | 3,543 Sq. Ft.","226 Cullens Ct, San Ramon, CA 94582",https://www.redfin.com/CA/Santa-Clara/2014-Acacia-Ct-95050/home/680736
house for sale,"$1,195,000","5 Beds | 3 Baths | 2,775 Sq. Ft.","346 Brower Ct, San Ramon, CA 94582",https://www.redfin.com/CA/Santa-Clara/2200-Agnew-Rd-95054/unit-319/home/1557149
house for sale,"$699,000","4 Beds | 2 Baths | 1,472 Sq. Ft.","2954 Cheyenne Ave, San Ramon, CA 94583",https://www.redfin.com/CA/Santa-Clara/2201-Monroe-St-95050/unit-1301/home/1856109
house for sale,"$809,888","3 Beds | 2.5 Baths | 1,488 Sq. Ft.","137 Coralflower Ln, San Ramon, CA 94582",https://www.redfin.com/CA/Santa-Clara/2325-Thompson-Pl-95050/home/1428405
house for sale,"$888,000","3 Beds | 2.5 Baths | 1,770 Sq. Ft.","172 Maidenhair Ct, San Ramon, CA 94582",https://www.redfin.com/CA/Santa-Clara/2591-Monroe-St-95051/home/1786518
house for sale,"$839,999","3 Beds | 3.5 Baths | 1,753 Sq. Ft.","411 Constantine, San Ramon, CA 94583",https://www.redfin.com/CA/Santa-Clara/1855-Palm-View-Pl-95050/unit-216/home/2122495
house for sale,"$589,000",2 Beds | 2 Baths | 995 Sq. Ft.,"412 Skyline Dr, SAN RAMON, CA 94583",https://www.redfin.com/CA/Santa-Clara/2058-Monroe-St-95050/home/1562995
house for sale,"$1,447,995","4 Beds | 4.5 Baths | 3,091 Sq. Ft.","760 Roseum Ct, San Ramon, CA 94582",https://www.redfin.com/CA/Santa-Clara/972-Kiely-Blvd-95051/unit-F/home/1578033
house for sale,"$1,099,000","3 Beds | 2.5 Baths | 1,949 Sq. Ft.","1709 Blakesley Dr, San Ramon, CA 94582",https://www.redfin.com/CA/Santa-Clara/3901-Lick-Mill-Blvd-95054/unit-434/home/12177928
house for sale,"$1,165,000","4 Beds | 3 Baths | 2,029 Sq. Ft.","2513 Aranda Dr, San Ramon, CA 94583",https://www.redfin.com/CA/Santa-Clara/150-Saratoga-Ave-95051/unit-364/home/885587
house for sale,"$1,337,700","4 Beds | 4 Baths | 2,366 Sq. Ft.","5019 Ivyleaf Springs Rd, San Ramon, CA 94582",https://www.redfin.com/CA/Santa-Clara/2447-S-Park-Ln-95051/home/1460392
house for sale,"$848,888","2 Beds | 2.5 Baths | 1,721 Sq. Ft.","4061 W Lakeshore Dr, San Ramon, CA 94582",https://www.redfin.com/CA/Santa-Clara/3468-Cooper-Dr-95051/home/170074268
house for sale,"$569,000","2 Beds | 2 Baths | 1,058 Sq. Ft.","330 Eastridge Dr, San Ramon, CA 94582",https://www.redfin.com/CA/Santa-Clara/3715-Terstena-Pl-95051/unit-208/home/1278618
house for sale,"$839,999","3 Beds | 3.5 Baths | 1,753 Sq. Ft.","411 Constantine, San Ramon, CA 94583",https://www.redfin.com/CA/Santa-Clara/2058-Monroe-St-95050/home/1562995
house for sale,"$589,000",2 Beds | 2 Baths | 995 Sq. Ft.,"412 Skyline Dr, SAN RAMON, CA 94583",https://www.redfin.com/CA/Santa-Clara/972-Kiely-Blvd-95051/unit-F/home/1578033
house for sale,"$1,447,995","4 Beds | 4.5 Baths | 3,091 Sq. Ft.","760 Roseum Ct, San Ramon, CA 94582",https://www.redfin.com/CA/Santa-Clara/3901-Lick-Mill-Blvd-95054/unit-434/home/12177928
house for sale,"$1,099,000","3 Beds | 2.5 Baths | 1,949 Sq. Ft.","1709 Blakesley Dr, San Ramon, CA 94582",https://www.redfin.com/CA/Santa-Clara/150-Saratoga-Ave-95051/unit-364/home/885587
house for sale,"$1,165,000","4 Beds | 3 Baths | 2,029 Sq. Ft.","2513 Aranda Dr, San Ramon, CA 94583",https://www.redfin.com/CA/Santa-Clara/2447-S-Park-Ln-95051/home/1460392
house for sale,"$1,337,700","4 Beds | 4 Baths | 2,366 Sq. Ft.","5019 Ivyleaf Springs Rd, San Ramon, CA 94582",https://www.redfin.com/CA/Santa-Clara/3468-Cooper-Dr-95051/home/170074268
house for sale,"$848,888","2 Beds | 2.5 Baths | 1,721 Sq. Ft.","4061 W Lakeshore Dr, San Ramon, CA 94582",https://www.redfin.com/CA/Santa-Clara/3715-Terstena-Pl-95051/unit-208/home/1278618
house for sale,"$569,000","2 Beds | 2 Baths | 1,058 Sq. Ft.","330 Eastridge Dr, San Ramon, CA 94582",https://www.redfin.com/CA/Santa-Clara/324-Cypress-Ave-95050/home/1442646
house for sale,"$1,899,800","4 Beds | 2.5 Baths | 2,331 Sq. Ft.","4330 Rivermark Pkwy, SANTA CLARA, CA 95054",https://www.redfin.com/CA/Fullerton/3203-Seawood-Ct-92835/home/4190968
house for sale,"$988,000","3 Beds | 2.5 Baths | 1,622 Sq. Ft.","2324 Park Ave, SANTA CLARA, CA 95050",https://www.redfin.com/CA/Fullerton/1500-Nutwood-Ave-92831/home/3158763
house for sale,"$1,099,000","3 Beds | 2 Baths | 1,500 Sq. Ft.","3585 Rowena Ct, SANTA CLARA, CA 95054",https://www.redfin.com/CA/Fullerton/1101-Lindendale-Ave-92831/home/3158696
house for sale,"$788,880","2 Beds | 2 Baths | 1,062 Sq. Ft.","1400 Bowe Ave #501, SANTA CLARA, CA 95051",https://www.redfin.com/CA/Fullerton/1431-Evergreen-Ave-92835/home/4086023
house for sale,"$868,888","2 Beds | 2 Baths | 1,148 Sq. Ft.","3901 Lick Mill Blvd #221, SANTA CLARA, CA 95054",https://www.redfin.com/CA/Fullerton/317-Adlena-Dr-92833/home/3166802
house for sale,"$1,395,000","4 Beds | 2 Baths | 1,845 Sq. Ft.","949 Capitola Way, SANTA CLARA, CA 95051",https://www.redfin.com/CA/Fullerton/1209-Rosecrans-Ave-92833/unit-1A/home/5360654
house for sale,"$900,000","2 Beds | 2 Baths | 1,135 Sq. Ft.","1368 El Camino Real #211, SANTA CLARA, CA 95050",https://www.redfin.com/CA/Fullerton/1649-Canyon-Dr-92833/home/4096095
house for sale,"$849,000","2 Beds | 1.5 Baths | 1,256 Sq. Ft.","2014 Acacia Ct, SANTA CLARA, CA 95050",https://www.redfin.com/CA/La-Habra/201-Avenida-Santa-Elena-90631/home/4109665
house for sale,"$599,000",1 Bed | 1 Bath | 816 Sq. Ft.,"2200 Agnew Rd #319, SANTA CLARA, CA 95054",https://www.redfin.com/CA/La-Habra/1425-Yorkshire-Ln-90631/home/4109326
house for sale,"$607,000",2 Beds | 1 Bath | 853 Sq. Ft.,"2201 Monroe St #1301, SANTA CLARA, CA 95050",https://www.redfin.com/CA/Fullerton/325-N-Russell-Ave-92833/home/3176414
house for sale,"$1,450,000","4 Beds | 2 Baths | 1,669 Sq. Ft.","2325 Thompson Pl, SANTA CLARA, CA 95050",https://www.redfin.com/CA/Fullerton/601-W-Roberta-Ave-92832/home/3339555
house for sale,"$1,375,000","3 Beds | 2 Baths | 1,685 Sq. Ft.","2591 Monroe St, SANTA CLARA, CA 95051",https://www.redfin.com/CA/Fullerton/104-S-Lincoln-Ave-92831/home/3188472
house for sale,"$630,000",1 Bed | 1 Bath | 760 Sq. Ft.,"1855 Palm View Pl #216, SANTA CLARA, CA 95050",https://www.redfin.com/CA/Fullerton/614-West-Ave-92832/home/3176506
house for sale,"$998,880","3 Beds | 1 Bath | 1,273 Sq. Ft.","2058 Monroe St, SANTA CLARA, CA 95050",https://www.redfin.com/CA/Fullerton/1501-Sunset-Ln-92833/home/4097159
house for sale,"$779,000","3 Beds | 2 Baths | 1,145 Sq. Ft.","972 Kiely Blvd Unit F, SANTA CLARA, CA 95051",https://www.redfin.com/CA/Fullerton/2700-N-Brea-Blvd-92835/unit-39/home/5457173
house for sale,"$819,000",2 Beds | 1 Bath | 908 Sq. Ft.,"3901 Lick Mill Blvd #434, SANTA CLARA, CA 95054",https://www.redfin.com/CA/Fullerton/214-S-Annin-Ave-92831/home/3188877
house for sale,"$695,000","2 Beds | 2 Baths | 1,028 Sq. Ft.","150 Saratoga Ave #364, SANTA CLARA, CA 95051",https://www.redfin.com/CA/Fullerton/3261-Arbol-Dr-92835/home/4114884
house for sale,"$825,000",2 Beds | 1 Bath | 904 Sq. Ft.,"2447 S Park Ln, SANTA CLARA, CA 95051",https://www.redfin.com/CA/Fullerton/2139-Cittadin-Dr-92833/home/12248639
house for sale,"$2,398,000","4 Beds | 4.5 Baths | 2,990 Sq. Ft.","3468 Copper Pl, SANTA CLARA, CA 95051",https://www.redfin.com/CA/Fullerton/2618-W-Cherry-Ave-92833/home/3320105
house for sale,"$608,000","1 Bed | 1 Bath | 1,040 Sq. Ft.","3715 Terstena Pl #208, SANTA CLARA, CA 95051",https://www.redfin.com/CA/Fullerton/2242-El-Rancho-Vis-92833/home/4095868
house for sale,"$998,880","3 Beds | 1 Bath | 1,273 Sq. Ft.","2058 Monroe St, SANTA CLARA, CA 95050",https://www.redfin.com/CA/Fullerton/614-West-Ave-92832/home/3176506
house for sale,"$779,000","3 Beds | 2 Baths | 1,145 Sq. Ft.","972 Kiely Blvd Unit F, SANTA CLARA, CA 95051",https://www.redfin.com/CA/Fullerton/1501-Sunset-Ln-92833/home/4097159
house for sale,"$819,000",2 Beds | 1 Bath | 908 Sq. Ft.,"3901 Lick Mill Blvd #434, SANTA CLARA, CA 95054",https://www.redfin.com/CA/Fullerton/2700-N-Brea-Blvd-92835/unit-39/home/5457173
house for sale,"$695,000","2 Beds | 2 Baths | 1,028 Sq. Ft.","150 Saratoga Ave #364, SANTA CLARA, CA 95051",https://www.redfin.com/CA/Fullerton/214-S-Annin-Ave-92831/home/3188877
house for sale,"$825,000",2 Beds | 1 Bath | 904 Sq. Ft.,"2447 S Park Ln, SANTA CLARA, CA 95051",https://www.redfin.com/CA/Fullerton/3261-Arbol-Dr-92835/home/4114884
house for sale,"$2,398,000","4 Beds | 4.5 Baths | 2,990 Sq. Ft.","3468 Copper Pl, SANTA CLARA, CA 95051",https://www.redfin.com/CA/Fullerton/2139-Cittadin-Dr-92833/home/12248639
house for sale,"$608,000","1 Bed | 1 Bath | 1,040 Sq. Ft.","3715 Terstena Pl #208, SANTA CLARA, CA 95051",https://www.redfin.com/CA/Fullerton/2618-W-Cherry-Ave-92833/home/3320105
house for sale,"$949,888","3 Beds | 1.5 Baths | 1,131 Sq. Ft.","324 N Cypress Ave, SANTA CLARA, CA 95050",https://www.redfin.com/CA/Fullerton/2242-El-Rancho-Vis-92833/home/4095868
house for sale,"$500,000","4 Beds | 2 Baths | 1,407 Sq. Ft.","3203 Seawood Ct, Fullerton, CA 92835",https://www.redfin.com/CA/Riverside/4660-Cover-St-92506/home/4982817
house for sale,"$669,000","3 Beds | 2 Baths | 1,190 Sq. Ft.","1500 Nutwood Ave, Fullerton, CA 92831",https://www.redfin.com/CA/Riverside/6760-Dorinda-Dr-92503/home/4816757
house for sale,"$819,000","4 Beds | 2 Baths | 2,073 Sq. Ft.","1101 Lindendale Ave, Fullerton, CA 92831",https://www.redfin.com/CA/Riverside/19437-Fortunello-Ave-92508/home/167242825
house for sale,"$799,999","4 Beds | 3 Baths | 1,670 Sq. Ft.","1431 Evergreen Ave, Fullerton, CA 92835",https://www.redfin.com/CA/Riverside/1347-Malaga-Dr-92509/home/4864482
house for sale,"$589,999",3 Beds | 2 Baths | 965 Sq. Ft.,"317 Adlena Dr, Fullerton, CA 92833",https://www.redfin.com/CA/Jurupa-Valley/4353-Wright-Brothers-St-92509/home/143976552
house for sale,"$439,000","2 Beds | 2.5 Baths | 1,224 Sq. Ft.","1209 Rosecrans Ave Unit 1A, Fullerton, CA 92833",https://www.redfin.com/CA/Riverside/5322-Kent-Ave-92503/home/4807104
house for sale,"$799,999","3 Beds | 2.5 Baths | 2,037 Sq. Ft.","1649 Canyon Dr, Fullerton, CA 92833",https://www.redfin.com/CA/Riverside/5746-Applecross-Dr-92507/home/5054991
house for sale,"$875,000","3 Beds | 2 Baths | 1,990 Sq. Ft.","201 E Avenida Santa Elena, La Habra, CA 90631",https://www.redfin.com/CA/Riverside/5065-Blanchard-Dr-92504/home/4976681
house for sale,"$469,000","3 Beds | 3 Baths | 1,254 Sq. Ft.","1425 Yorkshire Ln, La Habra, CA 90631",https://www.redfin.com/CA/Riverside/7661-Ayr-Ct-92508/home/6400552
house for sale,"$549,000","3 Beds | 2 Baths | 1,206 Sq. Ft.","325 N Russell Ave, Fullerton, CA 92833",https://www.redfin.com/CA/Riverside/4627-Brookhill-Ter-92509/home/4888242
house for sale,"$674,900","3 Beds | 2.5 Baths | 1,649 Sq. Ft.","601 W Roberta Ave, Fullerton, CA 92832",https://www.redfin.com/CA/Riverside/3468-Barnaby-Ct-92504/home/4992754
house for sale,"$699,000","4 Beds | 4 Baths | 2,241 Sq. Ft.","104 S Lincoln Ave, Fullerton, CA 92831",https://www.redfin.com/CA/Riverside/4689-Fairbanks-Ave-92509/home/4884503
house for sale,"$699,000","4 Beds | 2 Baths | 1,829 Sq. Ft.","614 W West Ave, Fullerton, CA 92832",https://www.redfin.com/CA/Riverside/6468-Juanro-Way-92504/home/4905200
house for sale,"$849,000","4 Beds | 3 Baths | 2,080 Sq. Ft.","1501 Sunset Ln, Fullerton, CA 92833",https://www.redfin.com/CA/Riverside/7435-Laurie-Dr-92506/home/5019279
house for sale,"$295,000",1 Bed | 1 Bath | 642 Sq. Ft.,"2700 Brea #39, Fullerton, CA 92835",https://www.redfin.com/CA/Riverside/4850-Talley-Ct-92503/home/4909781
house for sale,"$599,000","3 Beds | 1.5 Baths | 1,106 Sq. Ft.","214 S Annin Ave, Fullerton, CA 92831",https://www.redfin.com/CA/Riverside/6158-Rochelle-Ct-92509/home/4849823
house for sale,"$1,199,999","5 Beds | 3 Baths | 3,406 Sq. Ft.","3261 Arbol Dr, Fullerton, CA 92835",https://www.redfin.com/CA/Riverside/8923-Greenlawn-St-92508/home/5156991
house for sale,"$699,000","3 Beds | 2.5 Baths | 1,679 Sq. Ft.","2139 Cittadin Dr, Fullerton, CA 92833",https://www.redfin.com/CA/Riverside/14275-Meadowlands-Dr-92503/home/5101520
house for sale,"$579,000","3 Beds | 1 Bath | 1,123 Sq. Ft.","2618 W Cherry Ave, Fullerton, CA 92833",https://www.redfin.com/CA/Riverside/255-Frost-Ct-92507/home/5042149
house for sale,"$860,000","5 Beds | 3 Baths | 2,427 Sq. Ft.","2242 El Rancho Vis, Fullerton, CA 92833",https://www.redfin.com/CA/Riverside/3687-Mariella-St-92504/home/4991301
house for sale,"$399,900","2 Beds | 1 Bath | 1,134 Sq. Ft.","4660 Cover St, Riverside, CA 92506",https://www.redfin.com/CA/Corona/870-Clover-Ln-92880/home/4536389
house for sale,"$400,000","4 Beds | 2 Baths | 1,366 Sq. Ft.","6760 Dorinda Dr, Riverside, CA 92503",https://www.redfin.com/CA/Corona/9115-Desert-Acacia-Ln-92883/home/5125367
